action_id,customer,install,lever,choice,ts
A010326,K0497,I02582,commissioning,self,2024-06-10
A010327,K0497,I02582,service_plan,none,2024-06-10
A010328,K0497,I02582,support_tier,pooled,2024-06-10
A010329,K0406,I02583,sku_quoted,P010,2025-01-16
A010330,K0406,I02583,commissioning,self,2025-01-16
A010331,K0406,I02583,service_plan,standard,2025-01-16
A010332,K0406,I02583,support_tier,dedicated,2025-01-16
A010333,K0236,I02584,sku_quoted,P001,2024-10-07
A010334,K0236,I02584,commissioning,on-site,2024-10-07
A010335,K0236,I02584,service_plan,standard,2024-10-07
A010336,K0236,I02584,support_tier,dedicated,2024-10-07
A010337,K0394,I02585,sku_quoted,P033,2025-02-11
A010338,K0394,I02585,commissioning,on-site,2025-02-11
A010339,K0394,I02585,service_plan,standard,2025-02-11
A010340,K0394,I02585,support_tier,dedicated,2025-02-11
A010341,K0207,I02586,sku_quoted,P015,2025-03-26
A010342,K0207,I02586,commissioning,guided,2025-03-26
A010343,K0207,I02586,service_plan,premium,2025-03-26
A010344,K0207,I02586,support_tier,pooled,2025-03-26
A010345,K0333,I02587,sku_quoted,P034,2025-05-05
A010346,K0333,I02587,commissioning,guided,2025-05-05
A010347,K0333,I02587,service_plan,none,2025-05-05
A010348,K0333,I02587,support_tier,dedicated,2025-05-05
A010349,K0386,I02588,sku_quoted,P025,2025-06-01
A010350,K0386,I02588,commissioning,self,2025-06-01
A010351,K0386,I02588,service_plan,premium,2025-06-01
A010352,K0386,I02588,support_tier,dedicated,2025-06-01
A010353,K0182,I02589,sku_quoted,P003,2024-10-17
A010354,K0182,I02589,commissioning,on-site,2024-10-17
A010355,K0182,I02589,service_plan,none,2024-10-17
A010356,K0182,I02589,support_tier,dedicated,2024-10-17
A010357,K0058,I02590,sku_quoted,P033,2024-11-05
A010358,K0058,I02590,commissioning,guided,2024-11-05
A010359,K0058,I02590,service_plan,none,2024-11-05
A010360,K0058,I02590,support_tier,dedicated,2024-11-05
A010361,K0056,I02591,sku_quoted,P023,2025-06-03
A010362,K0056,I02591,commissioning,guided,2025-06-03
A010363,K0056,I02591,service_plan,standard,2025-06-03
A010364,K0056,I02591,support_tier,dedicated,2025-06-03
A010365,K0003,I02592,sku_quoted,P012,2025-04-27
A010366,K0003,I02592,commissioning,self,2025-04-27
A010367,K0003,I02592,service_plan,standard,2025-04-27
A010368,K0003,I02592,support_tier,pooled,2025-04-27
A010369,K0511,I02593,sku_quoted,P025,2024-07-27
A010370,K0511,I02593,commissioning,on-site,2024-07-27
A010371,K0511,I02593,service_plan,standard,2024-07-27
A010372,K0511,I02593,support_tier,dedicated,2024-07-27
A010373,K0313,I02594,sku_quoted,P014,2025-01-16
A010374,K0313,I02594,commissioning,self,2025-01-16
A010375,K0313,I02594,service_plan,standard,2025-01-16
A010376,K0313,I02594,support_tier,dedicated,2025-01-16
A010377,K0486,I02595,sku_quoted,P038,2024-12-04
A010378,K0486,I02595,commissioning,self,2024-12-04
A010379,K0486,I02595,service_plan,premium,2024-12-04
A010380,K0486,I02595,support_tier,dedicated,2024-12-04
A010381,K0159,I02596,sku_quoted,P034,2025-07-24
A010382,K0159,I02596,commissioning,guided,2025-07-24
A010383,K0159,I02596,service_plan,standard,2025-07-24
A010384,K0159,I02596,support_tier,pooled,2025-07-24
A010385,K0485,I02597,sku_quoted,P005,2025-07-19
A010386,K0485,I02597,commissioning,self,2025-07-19
A010387,K0485,I02597,service_plan,standard,2025-07-19
A010388,K0485,I02597,support_tier,pooled,2025-07-19
A010389,K0352,I02598,sku_quoted,P012,2024-08-09
A010390,K0352,I02598,commissioning,self,2024-08-09
A010391,K0352,I02598,service_plan,standard,2024-08-09
A010392,K0352,I02598,support_tier,pooled,2024-08-09
A010393,K0350,I02599,sku_quoted,P004,2024-12-17
A010394,K0350,I02599,commissioning,self,2024-12-17
A010395,K0350,I02599,service_plan,none,2024-12-17
A010396,K0350,I02599,support_tier,pooled,2024-12-17
A010397,K0417,I02600,sku_quoted,P001,2025-03-19
A010398,K0417,I02600,commissioning,on-site,2025-03-19
A010399,K0417,I02600,service_plan,standard,2025-03-19
A010400,K0417,I02600,support_tier,pooled,2025-03-19
A010401,K0406,I02601,sku_quoted,P013,2025-02-26
A010402,K0406,I02601,commissioning,guided,2025-02-26
A010403,K0406,I02601,service_plan,premium,2025-02-26
A010404,K0406,I02601,support_tier,pooled,2025-02-26
A010405,K0254,I02602,sku_quoted,P040,2024-06-13
A010406,K0254,I02602,commissioning,on-site,2024-06-13
A010407,K0254,I02602,service_plan,standard,2024-06-13
A010408,K0254,I02602,support_tier,pooled,2024-06-13
A010409,K0429,I02603,sku_quoted,P024,2025-03-12
A010410,K0429,I02603,commissioning,guided,2025-03-12
A010411,K0429,I02603,service_plan,standard,2025-03-12
A010412,K0429,I02603,support_tier,dedicated,2025-03-12
A010413,K0366,I02604,sku_quoted,P031,2024-05-08
A010414,K0366,I02604,commissioning,self,2024-05-08
A010415,K0366,I02604,service_plan,none,2024-05-08
A010416,K0366,I02604,support_tier,pooled,2024-05-08
A010417,K0117,I02605,sku_quoted,P018,2024-04-11
A010418,K0117,I02605,commissioning,self,2024-04-11
A010419,K0117,I02605,service_plan,none,2024-04-11
A010420,K0117,I02605,support_tier,dedicated,2024-04-11
A010421,K0337,I02606,sku_quoted,P031,2025-04-12
A010422,K0337,I02606,commissioning,guided,2025-04-12
A010423,K0337,I02606,service_plan,standard,2025-04-12
A010424,K0337,I02606,support_tier,pooled,2025-04-12
A010425,K0058,I02607,sku_quoted,P026,2025-03-21
A010426,K0058,I02607,commissioning,on-site,2025-03-21
A010427,K0058,I02607,service_plan,premium,2025-03-21
A010428,K0058,I02607,support_tier,pooled,2025-03-21
A010429,K0180,I02608,sku_quoted,P041,2024-09-17
A010430,K0180,I02608,commissioning,guided,2024-09-17
A010431,K0180,I02608,service_plan,standard,2024-09-17
A010432,K0180,I02608,support_tier,pooled,2024-09-17
A010433,K0218,I02609,sku_quoted,P025,2024-10-29
A010434,K0218,I02609,commissioning,self,2024-10-29
A010435,K0218,I02609,service_plan,standard,2024-10-29
A010436,K0218,I02609,support_tier,pooled,2024-10-29
A010437,K0507,I02610,sku_quoted,P039,2024-08-03
A010438,K0507,I02610,commissioning,self,2024-08-03
A010439,K0507,I02610,service_plan,none,2024-08-03
A010440,K0507,I02610,support_tier,pooled,2024-08-03
A010441,K0067,I02611,sku_quoted,P023,2024-09-28
A010442,K0067,I02611,commissioning,guided,2024-09-28
A010443,K0067,I02611,service_plan,none,2024-09-28
A010444,K0067,I02611,support_tier,dedicated,2024-09-28
A010445,K0310,I02612,sku_quoted,P018,2024-03-24
A010446,K0310,I02612,commissioning,self,2024-03-24
A010447,K0310,I02612,service_plan,premium,2024-03-24
A010448,K0310,I02612,support_tier,dedicated,2024-03-24
A010449,K0337,I02613,sku_quoted,P012,2025-04-17
A010450,K0337,I02613,commissioning,on-site,2025-04-17
A010451,K0337,I02613,service_plan,premium,2025-04-17
A010452,K0337,I02613,support_tier,dedicated,2025-04-17
A010453,K0315,I02614,sku_quoted,P016,2025-06-10
A010454,K0315,I02614,commissioning,on-site,2025-06-10
A010455,K0315,I02614,service_plan,standard,2025-06-10
A010456,K0315,I02614,support_tier,pooled,2025-06-10
A010457,K0113,I02615,sku_quoted,P027,2024-09-02
A010458,K0113,I02615,commissioning,guided,2024-09-02
A010459,K0113,I02615,service_plan,premium,2024-09-02
A010460,K0113,I02615,support_tier,dedicated,2024-09-02
A010461,K0050,I02616,sku_quoted,P006,2025-02-14
A010462,K0050,I02616,commissioning,on-site,2025-02-14
A010463,K0050,I02616,service_plan,standard,2025-02-14
A010464,K0050,I02616,support_tier,dedicated,2025-02-14
A010465,K0145,I02617,sku_quoted,P016,2025-01-19
A010466,K0145,I02617,commissioning,on-site,2025-01-19
A010467,K0145,I02617,service_plan,standard,2025-01-19
A010468,K0145,I02617,support_tier,dedicated,2025-01-19
A010469,K0143,I02618,sku_quoted,P026,2024-10-07
A010470,K0143,I02618,commissioning,guided,2024-10-07
A010471,K0143,I02618,service_plan,none,2024-10-07
A010472,K0143,I02618,support_tier,pooled,2024-10-07
A010473,K0333,I02619,sku_quoted,P042,2024-07-14
A010474,K0333,I02619,commissioning,self,2024-07-14
A010475,K0333,I02619,service_plan,premium,2024-07-14
A010476,K0333,I02619,support_tier,pooled,2024-07-14
A010477,K0246,I02620,sku_quoted,P036,2025-03-19
A010478,K0246,I02620,commissioning,self,2025-03-19
A010479,K0246,I02620,service_plan,standard,2025-03-19
A010480,K0246,I02620,support_tier,pooled,2025-03-19
A010481,K0428,I02621,sku_quoted,P016,2025-01-26
A010482,K0428,I02621,commissioning,on-site,2025-01-26
A010483,K0428,I02621,service_plan,standard,2025-01-26
A010484,K0428,I02621,support_tier,dedicated,2025-01-26
A010485,K0304,I02622,sku_quoted,P038,2024-06-18
A010486,K0304,I02622,commissioning,guided,2024-06-18
A010487,K0304,I02622,service_plan,none,2024-06-18
A010488,K0304,I02622,support_tier,dedicated,2024-06-18
A010489,K0085,I02623,sku_quoted,P016,2025-01-03
A010490,K0085,I02623,commissioning,on-site,2025-01-03
A010491,K0085,I02623,service_plan,standard,2025-01-03
A010492,K0085,I02623,support_tier,dedicated,2025-01-03
A010493,K0180,I02624,sku_quoted,P007,2024-04-10
A010494,K0180,I02624,commissioning,self,2024-04-10
A010495,K0180,I02624,service_plan,none,2024-04-10
A010496,K0180,I02624,support_tier,dedicated,2024-04-10
A010497,K0321,I02625,sku_quoted,P037,2025-01-19
A010498,K0321,I02625,commissioning,guided,2025-01-19
A010499,K0321,I02625,service_plan,premium,2025-01-19
A010500,K0321,I02625,support_tier,pooled,2025-01-19
A010501,K0002,I02626,sku_quoted,P030,2024-09-18
A010502,K0002,I02626,commissioning,self,2024-09-18
A010503,K0002,I02626,service_plan,premium,2024-09-18
A010504,K0002,I02626,support_tier,pooled,2024-09-18
A010505,K0131,I02627,sku_quoted,P009,2024-05-08
A010506,K0131,I02627,commissioning,guided,2024-05-08
A010507,K0131,I02627,service_plan,standard,2024-05-08
A010508,K0131,I02627,support_tier,pooled,2024-05-08
A010509,K0120,I02628,sku_quoted,P029,2024-11-09
A010510,K0120,I02628,commissioning,guided,2024-11-09
A010511,K0120,I02628,service_plan,standard,2024-11-09
A010512,K0120,I02628,support_tier,pooled,2024-11-09
A010513,K0227,I02629,sku_quoted,P017,2025-04-12
A010514,K0227,I02629,commissioning,guided,2025-04-12
A010515,K0227,I02629,service_plan,premium,2025-04-12
A010516,K0227,I02629,support_tier,pooled,2025-04-12
A010517,K0255,I02630,sku_quoted,P036,2024-09-30
A010518,K0255,I02630,commissioning,self,2024-09-30
A010519,K0255,I02630,service_plan,standard,2024-09-30
A010520,K0255,I02630,support_tier,pooled,2024-09-30
A010521,K0251,I02631,sku_quoted,P037,2024-12-17
A010522,K0251,I02631,commissioning,guided,2024-12-17
A010523,K0251,I02631,service_plan,standard,2024-12-17
A010524,K0251,I02631,support_tier,dedicated,2024-12-17
A010525,K0463,I02632,sku_quoted,P004,2025-01-14
A010526,K0463,I02632,commissioning,self,2025-01-14
A010527,K0463,I02632,service_plan,standard,2025-01-14
A010528,K0463,I02632,support_tier,pooled,2025-01-14
A010529,K0061,I02633,sku_quoted,P002,2025-07-02
A010530,K0061,I02633,commissioning,on-site,2025-07-02
A010531,K0061,I02633,service_plan,premium,2025-07-02
A010532,K0061,I02633,support_tier,dedicated,2025-07-02
A010533,K0401,I02634,sku_quoted,P032,2024-11-21
A010534,K0401,I02634,commissioning,guided,2024-11-21
A010535,K0401,I02634,service_plan,standard,2024-11-21
A010536,K0401,I02634,support_tier,dedicated,2024-11-21
A010537,K0112,I02635,sku_quoted,P006,2024-11-17
A010538,K0112,I02635,commissioning,guided,2024-11-17
A010539,K0112,I02635,service_plan,standard,2024-11-17
A010540,K0112,I02635,support_tier,dedicated,2024-11-17
A010541,K0507,I02636,sku_quoted,P040,2024-06-07
A010542,K0507,I02636,commissioning,on-site,2024-06-07
A010543,K0507,I02636,service_plan,premium,2024-06-07
A010544,K0507,I02636,support_tier,dedicated,2024-06-07
A010545,K0013,I02637,sku_quoted,P027,2024-07-08
A010546,K0013,I02637,commissioning,self,2024-07-08
A010547,K0013,I02637,service_plan,none,2024-07-08
A010548,K0013,I02637,support_tier,dedicated,2024-07-08
A010549,K0407,I02638,sku_quoted,P038,2024-04-28
A010550,K0407,I02638,commissioning,on-site,2024-04-28
A010551,K0407,I02638,service_plan,none,2024-04-28
A010552,K0407,I02638,support_tier,pooled,2024-04-28
A010553,K0394,I02639,sku_quoted,P036,2025-03-10
A010554,K0394,I02639,commissioning,self,2025-03-10
A010555,K0394,I02639,service_plan,none,2025-03-10
A010556,K0394,I02639,support_tier,pooled,2025-03-10
A010557,K0406,I02640,sku_quoted,P002,2024-05-21
A010558,K0406,I02640,commissioning,on-site,2024-05-21
A010559,K0406,I02640,service_plan,none,2024-05-21
A010560,K0406,I02640,support_tier,pooled,2024-05-21
A010561,K0279,I02641,sku_quoted,P035,2024-05-03
A010562,K0279,I02641,commissioning,on-site,2024-05-03
A010563,K0279,I02641,service_plan,premium,2024-05-03
A010564,K0279,I02641,support_tier,dedicated,2024-05-03
A010565,K0032,I02642,sku_quoted,P030,2025-04-19
A010566,K0032,I02642,commissioning,on-site,2025-04-19
A010567,K0032,I02642,service_plan,none,2025-04-19
A010568,K0032,I02642,support_tier,pooled,2025-04-19
A010569,K0159,I02643,sku_quoted,P023,2024-05-21
A010570,K0159,I02643,commissioning,guided,2024-05-21
A010571,K0159,I02643,service_plan,premium,2024-05-21
A010572,K0159,I02643,support_tier,pooled,2024-05-21
A010573,K0246,I02644,sku_quoted,P038,2025-01-14
A010574,K0246,I02644,commissioning,on-site,2025-01-14
A010575,K0246,I02644,service_plan,standard,2025-01-14
A010576,K0246,I02644,support_tier,pooled,2025-01-14
A010577,K0434,I02645,sku_quoted,P042,2025-06-19
A010578,K0434,I02645,commissioning,guided,2025-06-19
A010579,K0434,I02645,service_plan,standard,2025-06-19
A010580,K0434,I02645,support_tier,dedicated,2025-06-19
A010581,K0189,I02646,sku_quoted,P027,2025-06-12
A010582,K0189,I02646,commissioning,guided,2025-06-12
A010583,K0189,I02646,service_plan,standard,2025-06-12
A010584,K0189,I02646,support_tier,dedicated,2025-06-12
A010585,K0290,I02647,sku_quoted,P010,2025-03-10
A010586,K0290,I02647,commissioning,on-site,2025-03-10
A010587,K0290,I02647,service_plan,standard,2025-03-10
A010588,K0290,I02647,support_tier,dedicated,2025-03-10
A010589,K0454,I02648,sku_quoted,P036,2025-06-01
A010590,K0454,I02648,commissioning,self,2025-06-01
A010591,K0454,I02648,service_plan,standard,2025-06-01
A010592,K0454,I02648,support_tier,pooled,2025-06-01
A010593,K0161,I02649,sku_quoted,P014,2024-12-10
A010594,K0161,I02649,commissioning,self,2024-12-10
A010595,K0161,I02649,service_plan,standard,2024-12-10
A010596,K0161,I02649,support_tier,dedicated,2024-12-10
A010597,K0227,I02650,sku_quoted,P020,2024-05-07
A010598,K0227,I02650,commissioning,self,2024-05-07
A010599,K0227,I02650,service_plan,premium,2024-05-07
A010600,K0227,I02650,support_tier,dedicated,2024-05-07
A010601,K0089,I02651,sku_quoted,P005,2024-10-06
A010602,K0089,I02651,commissioning,self,2024-10-06
A010603,K0089,I02651,service_plan,none,2024-10-06
A010604,K0089,I02651,support_tier,dedicated,2024-10-06
A010605,K0014,I02652,sku_quoted,P002,2025-07-29
A010606,K0014,I02652,commissioning,self,2025-07-29
A010607,K0014,I02652,service_plan,premium,2025-07-29
A010608,K0014,I02652,support_tier,dedicated,2025-07-29
A010609,K0118,I02653,sku_quoted,P026,2024-10-23
A010610,K0118,I02653,commissioning,self,2024-10-23
A010611,K0118,I02653,service_plan,premium,2024-10-23
A010612,K0118,I02653,support_tier,dedicated,2024-10-23
A010613,K0314,I02654,sku_quoted,P028,2025-02-06
A010614,K0314,I02654,commissioning,on-site,2025-02-06
A010615,K0314,I02654,service_plan,none,2025-02-06
A010616,K0314,I02654,support_tier,pooled,2025-02-06
A010617,K0317,I02655,sku_quoted,P016,2024-05-11
A010618,K0317,I02655,commissioning,on-site,2024-05-11
A010619,K0317,I02655,service_plan,standard,2024-05-11
A010620,K0317,I02655,support_tier,pooled,2024-05-11
A010621,K0220,I02656,sku_quoted,P042,2024-06-30
A010622,K0220,I02656,commissioning,self,2024-06-30
A010623,K0220,I02656,service_plan,none,2024-06-30
A010624,K0220,I02656,support_tier,pooled,2024-06-30
A010625,K0251,I02657,sku_quoted,P034,2025-07-16
A010626,K0251,I02657,commissioning,guided,2025-07-16
A010627,K0251,I02657,service_plan,standard,2025-07-16
A010628,K0251,I02657,support_tier,pooled,2025-07-16
A010629,K0283,I02658,sku_quoted,P038,2025-06-13
A010630,K0283,I02658,commissioning,self,2025-06-13
A010631,K0283,I02658,service_plan,standard,2025-06-13
A010632,K0283,I02658,support_tier,pooled,2025-06-13
A010633,K0259,I02659,sku_quoted,P004,2024-10-14
A010634,K0259,I02659,commissioning,self,2024-10-14
A010635,K0259,I02659,service_plan,none,2024-10-14
A010636,K0259,I02659,support_tier,pooled,2024-10-14
A010637,K0461,I02660,sku_quoted,P013,2025-03-31
A010638,K0461,I02660,commissioning,self,2025-03-31
A010639,K0461,I02660,service_plan,standard,2025-03-31
A010640,K0461,I02660,support_tier,pooled,2025-03-31
A010641,K0048,I02661,sku_quoted,P009,2024-11-18
A010642,K0048,I02661,commissioning,on-site,2024-11-18
A010643,K0048,I02661,service_plan,standard,2024-11-18
A010644,K0048,I02661,support_tier,pooled,2024-11-18
A010645,K0005,I02662,sku_quoted,P021,2025-06-09
A010646,K0005,I02662,commissioning,on-site,2025-06-09
A010647,K0005,I02662,service_plan,standard,2025-06-09
A010648,K0005,I02662,support_tier,dedicated,2025-06-09
A010649,K0018,I02663,sku_quoted,P019,2024-02-03
A010650,K0018,I02663,commissioning,on-site,2024-02-03
A010651,K0018,I02663,service_plan,premium,2024-02-03
A010652,K0018,I02663,support_tier,pooled,2024-02-03
A010653,K0436,I02664,sku_quoted,P014,2024-12-20
A010654,K0436,I02664,commissioning,self,2024-12-20
A010655,K0436,I02664,service_plan,premium,2024-12-20
A010656,K0436,I02664,support_tier,dedicated,2024-12-20
A010657,K0480,I02665,sku_quoted,P023,2024-08-31
A010658,K0480,I02665,commissioning,self,2024-08-31
A010659,K0480,I02665,service_plan,none,2024-08-31
A010660,K0480,I02665,support_tier,pooled,2024-08-31
A010661,K0250,I02666,sku_quoted,P011,2025-02-21
A010662,K0250,I02666,commissioning,on-site,2025-02-21
A010663,K0250,I02666,service_plan,none,2025-02-21
A010664,K0250,I02666,support_tier,dedicated,2025-02-21
A010665,K0111,I02667,sku_quoted,P038,2024-02-06
A010666,K0111,I02667,commissioning,self,2024-02-06
A010667,K0111,I02667,service_plan,standard,2024-02-06
A010668,K0111,I02667,support_tier,dedicated,2024-02-06
A010669,K0478,I02668,sku_quoted,P036,2025-03-11
A010670,K0478,I02668,commissioning,self,2025-03-11
A010671,K0478,I02668,service_plan,standard,2025-03-11
A010672,K0478,I02668,support_tier,pooled,2025-03-11
A010673,K0422,I02669,sku_quoted,P015,2025-02-08
A010674,K0422,I02669,commissioning,on-site,2025-02-08
A010675,K0422,I02669,service_plan,standard,2025-02-08
A010676,K0422,I02669,support_tier,pooled,2025-02-08
A010677,K0040,I02670,sku_quoted,P028,2025-07-18
A010678,K0040,I02670,commissioning,guided,2025-07-18
A010679,K0040,I02670,service_plan,none,2025-07-18
A010680,K0040,I02670,support_tier,pooled,2025-07-18
A010681,K0372,I02671,sku_quoted,P040,2025-06-16
A010682,K0372,I02671,commissioning,on-site,2025-06-16
A010683,K0372,I02671,service_plan,none,2025-06-16
A010684,K0372,I02671,support_tier,dedicated,2025-06-16
A010685,K0044,I02672,sku_quoted,P017,2024-08-28
A010686,K0044,I02672,commissioning,guided,2024-08-28
A010687,K0044,I02672,service_plan,none,2024-08-28
A010688,K0044,I02672,support_tier,pooled,2024-08-28
A010689,K0452,I02673,sku_quoted,P037,2025-02-09
A010690,K0452,I02673,commissioning,on-site,2025-02-09
A010691,K0452,I02673,service_plan,none,2025-02-09
A010692,K0452,I02673,support_tier,dedicated,2025-02-09
A010693,K0451,I02674,sku_quoted,P010,2024-03-11
A010694,K0451,I02674,commissioning,self,2024-03-11
A010695,K0451,I02674,service_plan,none,2024-03-11
A010696,K0451,I02674,support_tier,dedicated,2024-03-11
A010697,K0280,I02675,sku_quoted,P034,2024-06-02
A010698,K0280,I02675,commissioning,guided,2024-06-02
A010699,K0280,I02675,service_plan,premium,2024-06-02
A010700,K0280,I02675,support_tier,dedicated,2024-06-02
A010701,K0483,I02676,sku_quoted,P042,2024-10-24
A010702,K0483,I02676,commissioning,on-site,2024-10-24
A010703,K0483,I02676,service_plan,standard,2024-10-24
A010704,K0483,I02676,support_tier,dedicated,2024-10-24
A010705,K0411,I02677,sku_quoted,P035,2024-04-14
A010706,K0411,I02677,commissioning,on-site,2024-04-14
A010707,K0411,I02677,service_plan,premium,2024-04-14
A010708,K0411,I02677,support_tier,dedicated,2024-04-14
A010709,K0164,I02678,sku_quoted,P010,2024-07-09
A010710,K0164,I02678,commissioning,self,2024-07-09
A010711,K0164,I02678,service_plan,standard,2024-07-09
A010712,K0164,I02678,support_tier,dedicated,2024-07-09
A010713,K0124,I02679,sku_quoted,P011,2025-01-11
A010714,K0124,I02679,commissioning,guided,2025-01-11
A010715,K0124,I02679,service_plan,premium,2025-01-11
A010716,K0124,I02679,support_tier,pooled,2025-01-11
A010717,K0129,I02680,sku_quoted,P012,2025-01-20
A010718,K0129,I02680,commissioning,self,2025-01-20
A010719,K0129,I02680,service_plan,standard,2025-01-20
A010720,K0129,I02680,support_tier,pooled,2025-01-20
A010721,K0242,I02681,sku_quoted,P040,2025-06-25
A010722,K0242,I02681,commissioning,self,2025-06-25
A010723,K0242,I02681,service_plan,standard,2025-06-25
A010724,K0242,I02681,support_tier,pooled,2025-06-25
A010725,K0255,I02682,sku_quoted,P036,2025-01-15
A010726,K0255,I02682,commissioning,guided,2025-01-15
A010727,K0255,I02682,service_plan,standard,2025-01-15
A010728,K0255,I02682,support_tier,pooled,2025-01-15
A010729,K0117,I02683,sku_quoted,P024,2024-12-06
A010730,K0117,I02683,commissioning,guided,2024-12-06
A010731,K0117,I02683,service_plan,premium,2024-12-06
A010732,K0117,I02683,support_tier,pooled,2024-12-06
A010733,K0506,I02684,sku_quoted,P018,2024-05-07
A010734,K0506,I02684,commissioning,on-site,2024-05-07
A010735,K0506,I02684,service_plan,standard,2024-05-07
A010736,K0506,I02684,support_tier,pooled,2024-05-07
A010737,K0244,I02685,sku_quoted,P035,2024-11-15
A010738,K0244,I02685,commissioning,guided,2024-11-15
A010739,K0244,I02685,service_plan,none,2024-11-15
A010740,K0244,I02685,support_tier,dedicated,2024-11-15
A010741,K0206,I02686,sku_quoted,P028,2025-01-30
A010742,K0206,I02686,commissioning,on-site,2025-01-30
A010743,K0206,I02686,service_plan,premium,2025-01-30
A010744,K0206,I02686,support_tier,dedicated,2025-01-30
A010745,K0311,I02687,sku_quoted,P010,2024-11-07
A010746,K0311,I02687,commissioning,on-site,2024-11-07
A010747,K0311,I02687,service_plan,none,2024-11-07
A010748,K0311,I02687,support_tier,dedicated,2024-11-07
A010749,K0192,I02688,sku_quoted,P024,2024-04-02
A010750,K0192,I02688,commissioning,self,2024-04-02
A010751,K0192,I02688,service_plan,premium,2024-04-02
A010752,K0192,I02688,support_tier,pooled,2024-04-02
A010753,K0447,I02689,sku_quoted,P041,2024-11-10
A010754,K0447,I02689,commissioning,on-site,2024-11-10
A010755,K0447,I02689,service_plan,none,2024-11-10
A010756,K0447,I02689,support_tier,dedicated,2024-11-10
A010757,K0389,I02690,sku_quoted,P021,2024-09-10
A010758,K0389,I02690,commissioning,self,2024-09-10
A010759,K0389,I02690,service_plan,none,2024-09-10
A010760,K0389,I02690,support_tier,dedicated,2024-09-10
A010761,K0277,I02691,sku_quoted,P042,2025-07-02
A010762,K0277,I02691,commissioning,self,2025-07-02
A010763,K0277,I02691,service_plan,standard,2025-07-02
A010764,K0277,I02691,support_tier,dedicated,2025-07-02
A010765,K0105,I02692,sku_quoted,P032,2025-04-02
A010766,K0105,I02692,commissioning,guided,2025-04-02
A010767,K0105,I02692,service_plan,standard,2025-04-02
A010768,K0105,I02692,support_tier,dedicated,2025-04-02
A010769,K0229,I02693,sku_quoted,P030,2024-11-05
A010770,K0229,I02693,commissioning,guided,2024-11-05
A010771,K0229,I02693,service_plan,none,2024-11-05
A010772,K0229,I02693,support_tier,pooled,2024-11-05
A010773,K0026,I02694,sku_quoted,P006,2024-10-20
A010774,K0026,I02694,commissioning,on-site,2024-10-20
A010775,K0026,I02694,service_plan,standard,2024-10-20
A010776,K0026,I02694,support_tier,pooled,2024-10-20
A010777,K0462,I02695,sku_quoted,P021,2025-04-22
A010778,K0462,I02695,commissioning,on-site,2025-04-22
A010779,K0462,I02695,service_plan,none,2025-04-22
A010780,K0462,I02695,support_tier,pooled,2025-04-22
A010781,K0242,I02696,sku_quoted,P039,2025-02-25
A010782,K0242,I02696,commissioning,on-site,2025-02-25
A010783,K0242,I02696,service_plan,none,2025-02-25
A010784,K0242,I02696,support_tier,dedicated,2025-02-25
A010785,K0501,I02697,sku_quoted,P011,2024-09-03
A010786,K0501,I02697,commissioning,on-site,2024-09-03
A010787,K0501,I02697,service_plan,standard,2024-09-03
A010788,K0501,I02697,support_tier,dedicated,2024-09-03
A010789,K0089,I02698,sku_quoted,P017,2025-07-05
A010790,K0089,I02698,commissioning,on-site,2025-07-05
A010791,K0089,I02698,service_plan,none,2025-07-05
A010792,K0089,I02698,support_tier,pooled,2025-07-05
A010793,K0403,I02699,sku_quoted,P040,2024-10-14
A010794,K0403,I02699,commissioning,guided,2024-10-14
A010795,K0403,I02699,service_plan,none,2024-10-14
A010796,K0403,I02699,support_tier,pooled,2024-10-14
A010797,K0273,I02700,sku_quoted,P013,2024-07-15
A010798,K0273,I02700,commissioning,on-site,2024-07-15
A010799,K0273,I02700,service_plan,standard,2024-07-15
A010800,K0273,I02700,support_tier,pooled,2024-07-15
A010801,K0105,I02701,sku_quoted,P033,2025-07-07
A010802,K0105,I02701,commissioning,on-site,2025-07-07
A010803,K0105,I02701,service_plan,standard,2025-07-07
A010804,K0105,I02701,support_tier,dedicated,2025-07-07
A010805,K0005,I02702,sku_quoted,P012,2024-11-23
A010806,K0005,I02702,commissioning,self,2024-11-23
A010807,K0005,I02702,service_plan,none,2024-11-23
A010808,K0005,I02702,support_tier,dedicated,2024-11-23
A010809,K0049,I02703,sku_quoted,P019,2024-07-03
A010810,K0049,I02703,commissioning,on-site,2024-07-03
A010811,K0049,I02703,service_plan,none,2024-07-03
A010812,K0049,I02703,support_tier,pooled,2024-07-03
A010813,K0350,I02704,sku_quoted,P041,2025-06-14
A010814,K0350,I02704,commissioning,self,2025-06-14
A010815,K0350,I02704,service_plan,none,2025-06-14
A010816,K0350,I02704,support_tier,dedicated,2025-06-14
A010817,K0362,I02705,sku_quoted,P033,2025-04-20
A010818,K0362,I02705,commissioning,self,2025-04-20
A010819,K0362,I02705,service_plan,none,2025-04-20
A010820,K0362,I02705,support_tier,dedicated,2025-04-20
A010821,K0033,I02706,sku_quoted,P038,2025-03-06
A010822,K0033,I02706,commissioning,on-site,2025-03-06
A010823,K0033,I02706,service_plan,standard,2025-03-06
A010824,K0033,I02706,support_tier,pooled,2025-03-06
A010825,K0161,I02707,sku_quoted,P016,2024-09-17
A010826,K0161,I02707,commissioning,guided,2024-09-17
A010827,K0161,I02707,service_plan,none,2024-09-17
A010828,K0161,I02707,support_tier,pooled,2024-09-17
