event_id,customer,session,install,type,page,body,value,ts
V025810,K0463,E02632,I02632,page_view,/contact,,,2024-11-28
V025811,K0463,E02632,I02632,quote_request,,,,2024-12-04
V025812,K0463,E02632,I02632,purchase,,,11600,2024-12-25
V025813,K0463,E02632,I02632,install,,,,2025-01-24
V025814,K0463,E02632,I02632,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-10-11
V025815,K0463,E02632,I02632,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-10-11
V025816,K0463,E02632,I02632,ticket_open,,"guard interlock left open, machine correctly refused to start, user error",,2025-07-16
V025817,K0463,E02632,I02632,reorder,,,,2026-02-28
V025818,K0061,E02633,I02633,ad_click,/pricing,,,2025-05-09
V025819,K0061,E02633,I02633,page_view,/contact,,,2025-05-10
V025820,K0061,E02633,I02633,page_view,/products,,,2025-05-11
V025821,K0061,E02633,I02633,spec_download,,,,2025-05-13
V025822,K0061,E02633,I02633,quote_request,,,,2025-05-18
V025823,K0061,E02633,I02633,purchase,,,9000,2025-06-08
V025824,K0061,E02633,I02633,install,,,,2025-07-08
V025825,K0061,E02633,I02633,ticket_open,,"intermittent contactor fault, panel resets on its own, no pattern found",,2025-11-05
V025826,K0061,E02633,I02633,reorder,,,,2026-08-12
V025827,K0401,E02634,I02634,ad_click,/pricing,,,2024-09-29
V025828,K0401,E02634,I02634,page_view,/contact,,,2024-09-30
V025829,K0401,E02634,I02634,page_view,/contact,,,2024-10-01
V025830,K0401,E02634,I02634,spec_download,,,,2024-10-03
V025831,K0401,E02634,I02634,quote_request,,,,2024-10-08
V025832,K0401,E02634,I02634,purchase,,,34500,2024-10-29
V025833,K0401,E02634,I02634,install,,,,2024-11-28
V025834,K0401,E02634,I02634,ticket_open,,"control board error code 21, replaced the relay, fault cleared",,2024-12-23
V025835,K0401,E02634,I02634,reorder,,,,2026-01-02
V025836,K0112,E02635,I02635,ad_click,/pricing,,,2024-09-29
V025837,K0112,E02635,I02635,page_view,/contact,,,2024-09-30
V025838,K0112,E02635,I02635,spec_download,,,,2024-10-03
V025839,K0112,E02635,I02635,quote_request,,,,2024-10-08
V025840,K0112,E02635,I02635,purchase,,,53200,2024-10-29
V025841,K0112,E02635,I02635,install,,,,2024-11-28
V025842,K0112,E02635,I02635,reorder,,,,2026-01-02
V025843,K0507,E02636,I02636,ad_click,/spec-sheets,,,2024-03-14
V025844,K0507,E02636,I02636,page_view,/pricing,,,2024-03-15
V025845,K0507,E02636,I02636,page_view,/pricing,,,2024-03-16
V025846,K0507,E02636,I02636,page_view,/pricing,,,2024-03-17
V025847,K0507,E02636,I02636,quote_request,,,,2024-03-23
V025848,K0507,E02636,I02636,purchase,,,59250,2024-04-13
V025849,K0507,E02636,I02636,install,,,,2024-05-13
V025850,K0507,E02636,I02636,fault_report,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2025-03-24
V025851,K0507,E02636,I02636,ticket_open,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2025-03-24
V025852,K0507,E02636,I02636,ticket_open,,"guard interlock left open, machine correctly refused to start, user error",,2024-08-30
V025853,K0507,E02636,I02636,reorder,,,,2025-06-17
V025854,K0013,E02637,I02637,ad_click,/spec-sheets,,,2024-04-22
V025855,K0013,E02637,I02637,page_view,/products,,,2024-04-23
V025856,K0013,E02637,I02637,spec_download,,,,2024-04-26
V025857,K0013,E02637,I02637,quote_request,,,,2024-05-01
V025858,K0013,E02637,I02637,purchase,,,26400,2024-05-22
V025859,K0013,E02637,I02637,install,,,,2024-06-21
V025860,K0013,E02637,I02637,ticket_open,,"control board error code 21, replaced the relay, fault cleared",,2024-09-21
V025861,K0013,E02637,I02637,feedback_given,,"runs well, uptime has been excellent since commissioning",,2025-04-05
V025862,K0013,E02637,I02637,reorder,,,,2025-07-26
V025863,K0407,E02638,I02638,ad_click,/products,,,2024-03-16
V025864,K0407,E02638,I02638,page_view,/contact,,,2024-03-17
V025865,K0407,E02638,I02638,page_view,/pricing,,,2024-03-18
V025866,K0407,E02638,I02638,page_view,/spec-sheets,,,2024-03-19
V025867,K0407,E02638,I02638,spec_download,,,,2024-03-20
V025868,K0407,E02638,I02638,quote_request,,,,2024-03-25
V025869,K0407,E02638,I02638,purchase,,,11200,2024-04-15
V025870,K0407,E02638,I02638,install,,,,2024-05-15
V025871,K0407,E02638,I02638,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2024-11-13
V025872,K0407,E02638,I02638,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2024-11-13
V025873,K0407,E02638,I02638,ticket_open,,"operator loaded above rated capacity, retrained the crew, no defect found",,2024-06-09
V025874,K0407,E02638,I02638,lapse,,,,2025-06-19
V025875,K0394,E02639,I02639,ad_click,/spec-sheets,,,2025-01-05
V025876,K0394,E02639,I02639,page_view,/case-studies,,,2025-01-06
V025877,K0394,E02639,I02639,page_view,/spec-sheets,,,2025-01-07
V025878,K0394,E02639,I02639,spec_download,,,,2025-01-09
V025879,K0394,E02639,I02639,quote_request,,,,2025-01-14
V025880,K0394,E02639,I02639,purchase,,,8500,2025-02-04
V025881,K0394,E02639,I02639,install,,,,2025-03-06
V025882,K0394,E02639,I02639,fault_report,,"belt slippage and wear, machine never idles, wear parts replaced twice",,2025-04-13
V025883,K0394,E02639,I02639,ticket_open,,"belt slippage and wear, machine never idles, wear parts replaced twice",,2025-04-13
V025884,K0394,E02639,I02639,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-08-25
V025885,K0394,E02639,I02639,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-08-25
V025886,K0394,E02639,I02639,feedback_given,,support took days to come back to us while the line was stopped,,2026-03-21
V025887,K0394,E02639,I02639,lapse,,,,2026-04-10
V025888,K0406,E02640,I02640,ad_click,/case-studies,,,2024-04-06
V025889,K0406,E02640,I02640,page_view,/spec-sheets,,,2024-04-07
V025890,K0406,E02640,I02640,page_view,/products,,,2024-04-08
V025891,K0406,E02640,I02640,page_view,/spec-sheets,,,2024-04-09
V025892,K0406,E02640,I02640,quote_request,,,,2024-04-15
V025893,K0406,E02640,I02640,purchase,,,13500,2024-05-06
V025894,K0406,E02640,I02640,install,,,,2024-06-05
V025895,K0406,E02640,I02640,reorder,,,,2025-07-10
V025896,K0279,E02641,I02641,ad_click,/products,,,2024-04-14
V025897,K0279,E02641,I02641,page_view,/contact,,,2024-04-15
V025898,K0279,E02641,I02641,page_view,/pricing,,,2024-04-16
V025899,K0279,E02641,I02641,page_view,/contact,,,2024-04-17
V025900,K0279,E02641,I02641,spec_download,,,,2024-04-18
V025901,K0279,E02641,I02641,quote_request,,,,2024-04-23
V025902,K0279,E02641,I02641,purchase,,,54300,2024-05-14
V025903,K0279,E02641,I02641,install,,,,2024-06-13
V025904,K0279,E02641,I02641,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2024-07-19
V025905,K0279,E02641,I02641,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2024-07-19
V025906,K0279,E02641,I02641,ticket_open,,"operator loaded above rated capacity, retrained the crew, no defect found",,2024-09-08
V025907,K0279,E02641,I02641,feedback_given,,"too much downtime in hot weather, we lost a shift to it",,2024-07-07
V025908,K0279,E02641,I02641,reorder,,,,2025-07-18
V025909,K0032,E02642,I02642,ad_click,/pricing,,,2025-02-07
V025910,K0032,E02642,I02642,page_view,/case-studies,,,2025-02-08
V025911,K0032,E02642,I02642,page_view,/products,,,2025-02-09
V025912,K0032,E02642,I02642,spec_download,,,,2025-02-11
V025913,K0032,E02642,I02642,quote_request,,,,2025-02-16
V025914,K0032,E02642,I02642,purchase,,,11550,2025-03-09
V025915,K0032,E02642,I02642,install,,,,2025-04-08
V025916,K0032,E02642,I02642,feedback_given,,"reliable so far, operators like the controls",,2026-05-31
V025917,K0032,E02642,I02642,reorder,,,,2026-05-13
V025918,K0159,E02643,I02643,ad_click,/contact,,,2024-03-30
V025919,K0159,E02643,I02643,page_view,/pricing,,,2024-03-31
V025920,K0159,E02643,I02643,spec_download,,,,2024-04-03
V025921,K0159,E02643,I02643,quote_request,,,,2024-04-08
V025922,K0159,E02643,I02643,purchase,,,7700,2024-04-29
V025923,K0159,E02643,I02643,install,,,,2024-05-29
V025924,K0159,E02643,I02643,reorder,,,,2025-07-03
V025925,K0246,E02644,I02644,ad_click,/pricing,,,2024-11-14
V025926,K0246,E02644,I02644,page_view,/spec-sheets,,,2024-11-15
V025927,K0246,E02644,I02644,spec_download,,,,2024-11-18
V025928,K0246,E02644,I02644,quote_request,,,,2024-11-23
V025929,K0246,E02644,I02644,purchase,,,11200,2024-12-14
V025930,K0246,E02644,I02644,install,,,,2025-01-13
V025931,K0246,E02644,I02644,reorder,,,,2026-02-17
V025932,K0434,E02645,I02645,ad_click,/case-studies,,,2025-04-17
V025933,K0434,E02645,I02645,page_view,/case-studies,,,2025-04-18
V025934,K0434,E02645,I02645,page_view,/products,,,2025-04-19
V025935,K0434,E02645,I02645,page_view,/spec-sheets,,,2025-04-20
V025936,K0434,E02645,I02645,quote_request,,,,2025-04-26
V025937,K0434,E02645,I02645,purchase,,,26850,2025-05-17
V025938,K0434,E02645,I02645,install,,,,2025-06-16
V025939,K0434,E02645,I02645,fault_report,,"belt slippage and wear, machine never idles, wear parts replaced twice",,2026-02-02
V025940,K0434,E02645,I02645,ticket_open,,"belt slippage and wear, machine never idles, wear parts replaced twice",,2026-02-02
V025941,K0434,E02645,I02645,feedback_given,,wear parts go faster than expected at our duty cycle,,2026-07-17
V025942,K0434,E02645,I02645,lapse,,,,2026-07-21
V025943,K0189,E02646,I02646,ad_click,/spec-sheets,,,2025-03-12
V025944,K0189,E02646,I02646,page_view,/spec-sheets,,,2025-03-13
V025945,K0189,E02646,I02646,page_view,/contact,,,2025-03-14
V025946,K0189,E02646,I02646,spec_download,,,,2025-03-16
V025947,K0189,E02646,I02646,quote_request,,,,2025-03-21
V025948,K0189,E02646,I02646,purchase,,,26400,2025-04-11
V025949,K0189,E02646,I02646,install,,,,2025-05-11
V025950,K0189,E02646,I02646,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-12-29
V025951,K0189,E02646,I02646,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-12-29
V025952,K0189,E02646,I02646,ticket_open,,"power supply dropout, breaker tripped once, wiring inspected and fine",,2025-10-20
V025953,K0189,E02646,I02646,lapse,,,,2026-06-15
V025954,K0290,E02647,I02647,ad_click,/products,,,2024-12-01
V025955,K0290,E02647,I02647,page_view,/spec-sheets,,,2024-12-02
V025956,K0290,E02647,I02647,spec_download,,,,2024-12-05
V025957,K0290,E02647,I02647,quote_request,,,,2024-12-10
V025958,K0290,E02647,I02647,purchase,,,23200,2024-12-31
V025959,K0290,E02647,I02647,install,,,,2025-01-30
V025960,K0290,E02647,I02647,feedback_given,,"solid machine, support answered quickly when we asked",,2026-04-19
V025961,K0290,E02647,I02647,reorder,,,,2026-03-06
V025962,K0454,E02648,I02648,ad_click,/pricing,,,2025-04-05
V025963,K0454,E02648,I02648,page_view,/contact,,,2025-04-06
V025964,K0454,E02648,I02648,page_view,/case-studies,,,2025-04-07
V025965,K0454,E02648,I02648,spec_download,,,,2025-04-09
V025966,K0454,E02648,I02648,quote_request,,,,2025-04-14
V025967,K0454,E02648,I02648,purchase,,,21250,2025-05-05
V025968,K0454,E02648,I02648,install,,,,2025-06-04
V025969,K0454,E02648,I02648,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2026-01-07
V025970,K0454,E02648,I02648,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2026-01-07
V025971,K0454,E02648,I02648,feedback_given,,"keeps overheating in summer, not what we were promised on uptime",,2026-06-21
V025972,K0454,E02648,I02648,reorder,,,,2026-07-09
V025973,K0161,E02649,I02649,ad_click,/case-studies,,,2024-10-16
V025974,K0161,E02649,I02649,page_view,/contact,,,2024-10-17
V025975,K0161,E02649,I02649,page_view,/spec-sheets,,,2024-10-18
V025976,K0161,E02649,I02649,spec_download,,,,2024-10-20
V025977,K0161,E02649,I02649,quote_request,,,,2024-10-25
V025978,K0161,E02649,I02649,purchase,,,27150,2024-11-15
V025979,K0161,E02649,I02649,install,,,,2024-12-15
V025980,K0161,E02649,I02649,feedback_given,,"solid machine, support answered quickly when we asked",,2026-02-14
V025981,K0161,E02649,I02649,lapse,,,,2026-01-19
V025982,K0227,E02650,I02650,ad_click,/contact,,,2024-02-25
V025983,K0227,E02650,I02650,page_view,/spec-sheets,,,2024-02-26
V025984,K0227,E02650,I02650,page_view,/spec-sheets,,,2024-02-27
V025985,K0227,E02650,I02650,spec_download,,,,2024-02-29
V025986,K0227,E02650,I02650,quote_request,,,,2024-03-05
V025987,K0227,E02650,I02650,purchase,,,26600,2024-03-26
V025988,K0227,E02650,I02650,install,,,,2024-04-25
V025989,K0227,E02650,I02650,fault_report,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-06-26
V025990,K0227,E02650,I02650,ticket_open,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-06-26
V025991,K0227,E02650,I02650,reorder,,,,2025-05-30
V025992,K0089,E02651,I02651,ad_click,/products,,,2024-07-28
V025993,K0089,E02651,I02651,page_view,/case-studies,,,2024-07-29
V025994,K0089,E02651,I02651,page_view,/pricing,,,2024-07-30
V025995,K0089,E02651,I02651,page_view,/case-studies,,,2024-07-31
V025996,K0089,E02651,I02651,spec_download,,,,2024-08-01
V025997,K0089,E02651,I02651,quote_request,,,,2024-08-06
V025998,K0089,E02651,I02651,purchase,,,23500,2024-08-27
V025999,K0089,E02651,I02651,install,,,,2024-09-26
V026000,K0089,E02651,I02651,ticket_open,,"power supply dropout, breaker tripped once, wiring inspected and fine",,2025-10-05
V026001,K0089,E02651,I02651,reorder,,,,2025-10-31
V026002,K0014,E02652,I02652,ad_click,/pricing,,,2025-05-04
V026003,K0014,E02652,I02652,page_view,/pricing,,,2025-05-05
V026004,K0014,E02652,I02652,page_view,/products,,,2025-05-06
V026005,K0014,E02652,I02652,spec_download,,,,2025-05-08
V026006,K0014,E02652,I02652,quote_request,,,,2025-05-13
V026007,K0014,E02652,I02652,purchase,,,9000,2025-06-03
V026008,K0014,E02652,I02652,install,,,,2025-07-03
V026009,K0014,E02652,I02652,fault_report,,"drive wear and vibration, continuous three shift operation since install",,2026-07-11
V026010,K0014,E02652,I02652,ticket_open,,"drive wear and vibration, continuous three shift operation since install",,2026-07-11
V026011,K0014,E02652,I02652,feedback_given,,"too much downtime in hot weather, we lost a shift to it",,2026-08-07
V026012,K0014,E02652,I02652,reorder,,,,2026-08-07
V026013,K0118,E02653,I02653,ad_click,/pricing,,,2024-09-19
V026014,K0118,E02653,I02653,page_view,/spec-sheets,,,2024-09-20
V026015,K0118,E02653,I02653,page_view,/pricing,,,2024-09-21
V026016,K0118,E02653,I02653,spec_download,,,,2024-09-23
V026017,K0118,E02653,I02653,quote_request,,,,2024-09-28
V026018,K0118,E02653,I02653,purchase,,,11250,2024-10-19
V026019,K0118,E02653,I02653,install,,,,2024-11-18
V026020,K0118,E02653,I02653,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-05-19
V026021,K0118,E02653,I02653,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-05-19
V026022,K0118,E02653,I02653,feedback_given,,"keeps overheating in summer, not what we were promised on uptime",,2025-10-31
V026023,K0118,E02653,I02653,reorder,,,,2025-12-23
V026024,K0314,E02654,I02654,ad_click,/case-studies,,,2025-01-08
V026025,K0314,E02654,I02654,page_view,/case-studies,,,2025-01-09
V026026,K0314,E02654,I02654,page_view,/products,,,2025-01-10
V026027,K0314,E02654,I02654,quote_request,,,,2025-01-17
V026028,K0314,E02654,I02654,purchase,,,53100,2025-02-07
V026029,K0314,E02654,I02654,install,,,,2025-03-09
V026030,K0314,E02654,I02654,lapse,,,,2026-04-13
V026031,K0317,E02655,I02655,ad_click,/products,,,2024-03-15
V026032,K0317,E02655,I02655,page_view,/pricing,,,2024-03-16
V026033,K0317,E02655,I02655,page_view,/contact,,,2024-03-17
V026034,K0317,E02655,I02655,spec_download,,,,2024-03-19
V026035,K0317,E02655,I02655,quote_request,,,,2024-03-24
V026036,K0317,E02655,I02655,purchase,,,4500,2024-04-14
V026037,K0317,E02655,I02655,install,,,,2024-05-14
V026038,K0317,E02655,I02655,feedback_given,,"runs well, uptime has been excellent since commissioning",,2025-03-14
V026039,K0317,E02655,I02655,reorder,,,,2025-06-18
V026040,K0220,E02656,I02656,ad_click,/case-studies,,,2024-03-21
V026041,K0220,E02656,I02656,page_view,/contact,,,2024-03-22
V026042,K0220,E02656,I02656,spec_download,,,,2024-03-25
V026043,K0220,E02656,I02656,quote_request,,,,2024-03-30
V026044,K0220,E02656,I02656,purchase,,,26850,2024-04-20
V026045,K0220,E02656,I02656,install,,,,2024-05-20
V026046,K0220,E02656,I02656,feedback_given,,"runs well, uptime has been excellent since commissioning",,2025-04-28
V026047,K0220,E02656,I02656,reorder,,,,2025-06-24
V026048,K0251,E02657,I02657,ad_click,/case-studies,,,2025-05-17
V026049,K0251,E02657,I02657,page_view,/case-studies,,,2025-05-18
V026050,K0251,E02657,I02657,page_view,/spec-sheets,,,2025-05-19
V026051,K0251,E02657,I02657,page_view,/contact,,,2025-05-20
V026052,K0251,E02657,I02657,quote_request,,,,2025-05-26
V026053,K0251,E02657,I02657,purchase,,,81300,2025-06-16
V026054,K0251,E02657,I02657,install,,,,2025-07-16
V026055,K0251,E02657,I02657,reorder,,,,2026-08-20
V026056,K0283,E02658,I02658,ad_click,/spec-sheets,,,2025-04-22
V026057,K0283,E02658,I02658,page_view,/case-studies,,,2025-04-23
V026058,K0283,E02658,I02658,page_view,/pricing,,,2025-04-24
V026059,K0283,E02658,I02658,page_view,/contact,,,2025-04-25
V026060,K0283,E02658,I02658,quote_request,,,,2025-05-01
V026061,K0283,E02658,I02658,purchase,,,11200,2025-05-22
V026062,K0283,E02658,I02658,install,,,,2025-06-21
V026063,K0283,E02658,I02658,feedback_given,,"no complaints, the line has kept pace all quarter",,2026-03-30
V026064,K0283,E02658,I02658,reorder,,,,2026-07-26
V026065,K0259,E02659,I02659,ad_click,/pricing,,,2024-08-31
V026066,K0259,E02659,I02659,page_view,/products,,,2024-09-01
V026067,K0259,E02659,I02659,spec_download,,,,2024-09-04
V026068,K0259,E02659,I02659,quote_request,,,,2024-09-09
V026069,K0259,E02659,I02659,purchase,,,23200,2024-09-30
V026070,K0259,E02659,I02659,install,,,,2024-10-30
V026071,K0259,E02659,I02659,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2025-09-11
V026072,K0259,E02659,I02659,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2025-09-11
V026073,K0259,E02659,I02659,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-01-13
V026074,K0259,E02659,I02659,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2025-01-13
V026075,K0259,E02659,I02659,feedback_given,,"keeps overheating in summer, not what we were promised on uptime",,2025-09-28
V026076,K0259,E02659,I02659,reorder,,,,2025-12-04
V026077,K0461,E02660,I02660,ad_click,/pricing,,,2025-02-02
V026078,K0461,E02660,I02660,page_view,/spec-sheets,,,2025-02-03
V026079,K0461,E02660,I02660,quote_request,,,,2025-02-11
V026080,K0461,E02660,I02660,purchase,,,27100,2025-03-04
V026081,K0461,E02660,I02660,install,,,,2025-04-03
V026082,K0461,E02660,I02660,fault_report,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-07-07
V026083,K0461,E02660,I02660,ticket_open,,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",,2025-07-07
V026084,K0461,E02660,I02660,ticket_open,,"operator loaded above rated capacity, retrained the crew, no defect found",,2025-09-02
V026085,K0461,E02660,I02660,reorder,,,,2026-05-08
V026086,K0048,E02661,I02661,ad_click,/spec-sheets,,,2024-08-11
V026087,K0048,E02661,I02661,page_view,/pricing,,,2024-08-12
V026088,K0048,E02661,I02661,page_view,/case-studies,,,2024-08-13
V026089,K0048,E02661,I02661,spec_download,,,,2024-08-15
V026090,K0048,E02661,I02661,quote_request,,,,2024-08-20
V026091,K0048,E02661,I02661,purchase,,,4100,2024-09-10
V026092,K0048,E02661,I02661,install,,,,2024-10-10
V026093,K0048,E02661,I02661,ticket_open,,"intermittent contactor fault, panel resets on its own, no pattern found",,2025-12-17
V026094,K0048,E02661,I02661,reorder,,,,2025-11-14
V026095,K0005,E02662,I02662,ad_click,/case-studies,,,2025-03-22
V026096,K0005,E02662,I02662,page_view,/spec-sheets,,,2025-03-23
V026097,K0005,E02662,I02662,spec_download,,,,2025-03-26
V026098,K0005,E02662,I02662,quote_request,,,,2025-03-31
V026099,K0005,E02662,I02662,purchase,,,26550,2025-04-21
V026100,K0005,E02662,I02662,install,,,,2025-05-21
V026101,K0005,E02662,I02662,reorder,,,,2026-06-25
V026102,K0018,E02663,I02663,ad_click,/case-studies,,,2024-01-15
V026103,K0018,E02663,I02663,page_view,/contact,,,2024-01-16
V026104,K0018,E02663,I02663,spec_download,,,,2024-01-19
V026105,K0018,E02663,I02663,quote_request,,,,2024-01-24
V026106,K0018,E02663,I02663,purchase,,,23200,2024-02-14
V026107,K0018,E02663,I02663,install,,,,2024-03-15
V026108,K0018,E02663,I02663,feedback_given,,"runs well, uptime has been excellent since commissioning",,2024-09-09
V026109,K0018,E02663,I02663,reorder,,,,2025-04-19
V026110,K0436,E02664,I02664,ad_click,/products,,,2024-10-20
V026111,K0436,E02664,I02664,page_view,/contact,,,2024-10-21
V026112,K0436,E02664,I02664,page_view,/case-studies,,,2024-10-22
V026113,K0436,E02664,I02664,spec_download,,,,2024-10-24
V026114,K0436,E02664,I02664,quote_request,,,,2024-10-29
V026115,K0436,E02664,I02664,purchase,,,54300,2024-11-19
V026116,K0436,E02664,I02664,install,,,,2024-12-19
V026117,K0436,E02664,I02664,fault_report,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2026-01-02
V026118,K0436,E02664,I02664,ticket_open,,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",,2026-01-02
V026119,K0436,E02664,I02664,reorder,,,,2026-01-23
V026120,K0480,E02665,I02665,ad_click,/contact,,,2024-07-03
V026121,K0480,E02665,I02665,page_view,/pricing,,,2024-07-04
V026122,K0480,E02665,I02665,page_view,/case-studies,,,2024-07-05
V026123,K0480,E02665,I02665,page_view,/products,,,2024-07-06
V026124,K0480,E02665,I02665,quote_request,,,,2024-07-12
V026125,K0480,E02665,I02665,purchase,,,3850,2024-08-02
V026126,K0480,E02665,I02665,install,,,,2024-09-01
V026127,K0480,E02665,I02665,reorder,,,,2025-10-06
V026128,K0250,E02666,I02666,ad_click,/pricing,,,2024-12-28
V026129,K0250,E02666,I02666,page_view,/products,,,2024-12-29
V026130,K0250,E02666,I02666,page_view,/case-studies,,,2024-12-30
V026131,K0250,E02666,I02666,spec_download,,,,2025-01-01
V026132,K0250,E02666,I02666,quote_request,,,,2025-01-06
V026133,K0250,E02666,I02666,purchase,,,35100,2025-01-27
V026134,K0250,E02666,I02666,install,,,,2025-02-26
V026135,K0250,E02666,I02666,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2026-01-17
V026136,K0250,E02666,I02666,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2026-01-17
V026137,K0250,E02666,I02666,reorder,,,,2026-04-02
V026138,K0111,E02667,I02667,ad_click,/spec-sheets,,,2024-01-19
V026139,K0111,E02667,I02667,page_view,/spec-sheets,,,2024-01-20
V026140,K0111,E02667,I02667,spec_download,,,,2024-01-23
V026141,K0111,E02667,I02667,quote_request,,,,2024-01-28
V026142,K0111,E02667,I02667,purchase,,,11200,2024-02-18
V026143,K0111,E02667,I02667,install,,,,2024-03-19
V026144,K0111,E02667,I02667,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-01-08
V026145,K0111,E02667,I02667,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-01-08
V026146,K0111,E02667,I02667,reorder,,,,2025-04-23
V026147,K0478,E02668,I02668,ad_click,/spec-sheets,,,2025-01-31
V026148,K0478,E02668,I02668,page_view,/products,,,2025-02-01
V026149,K0478,E02668,I02668,page_view,/products,,,2025-02-02
V026150,K0478,E02668,I02668,page_view,/spec-sheets,,,2025-02-03
V026151,K0478,E02668,I02668,spec_download,,,,2025-02-04
V026152,K0478,E02668,I02668,quote_request,,,,2025-02-09
V026153,K0478,E02668,I02668,purchase,,,4250,2025-03-02
V026154,K0478,E02668,I02668,install,,,,2025-04-01
V026155,K0478,E02668,I02668,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2026-03-18
V026156,K0478,E02668,I02668,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2026-03-18
V026157,K0478,E02668,I02668,reorder,,,,2026-05-06
V026158,K0422,E02669,I02669,ad_click,/case-studies,,,2024-11-18
V026159,K0422,E02669,I02669,page_view,/products,,,2024-11-19
V026160,K0422,E02669,I02669,page_view,/products,,,2024-11-20
V026161,K0422,E02669,I02669,page_view,/products,,,2024-11-21
V026162,K0422,E02669,I02669,spec_download,,,,2024-11-22
V026163,K0422,E02669,I02669,quote_request,,,,2024-11-27
V026164,K0422,E02669,I02669,purchase,,,4300,2024-12-18
V026165,K0422,E02669,I02669,install,,,,2025-01-17
V026166,K0422,E02669,I02669,fault_report,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2026-02-08
V026167,K0422,E02669,I02669,ticket_open,,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",,2026-02-08
V026168,K0422,E02669,I02669,fault_report,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-09-14
V026169,K0422,E02669,I02669,ticket_open,,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",,2025-09-14
V026170,K0422,E02669,I02669,fault_report,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-10-16
V026171,K0422,E02669,I02669,ticket_open,,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",,2025-10-16
V026172,K0422,E02669,I02669,reorder,,,,2026-02-21
V026173,K0040,E02670,I02670,ad_click,/spec-sheets,,,2025-05-22
V026174,K0040,E02670,I02670,page_view,/spec-sheets,,,2025-05-23
V026175,K0040,E02670,I02670,page_view,/pricing,,,2025-05-24
V026176,K0040,E02670,I02670,page_view,/case-studies,,,2025-05-25
V026177,K0040,E02670,I02670,quote_request,,,,2025-05-31
V026178,K0040,E02670,I02670,purchase,,,79650,2025-06-21
V026179,K0040,E02670,I02670,install,,,,2025-07-21
V026180,K0040,E02670,I02670,fault_report,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2026-06-15
V026181,K0040,E02670,I02670,ticket_open,,"excessive wear on rollers, unit running 24h, duty cycle far above rating",,2026-06-15
V026182,K0040,E02670,I02670,ticket_open,,"operator loaded above rated capacity, retrained the crew, no defect found",,2025-11-04
V026183,K0040,E02670,I02670,reorder,,,,2026-08-25
V026184,K0372,E02671,I02671,ad_click,/contact,,,2025-05-04
V026185,K0372,E02671,I02671,page_view,/pricing,,,2025-05-05
V026186,K0372,E02671,I02671,page_view,/contact,,,2025-05-06
V026187,K0372,E02671,I02671,page_view,/case-studies,,,2025-05-07
