reorder_id,install,period,reordered
R02466,I02466,2025-Q3,true
R02467,I02467,2026-Q2,true
R02468,I02468,2026-Q1,true
R02469,I02469,2025-Q4,true
R02470,I02470,2025-Q3,true
R02471,I02471,2025-Q1,true
R02472,I02472,2025-Q2,true
R02473,I02473,2025-Q3,false
R02474,I02474,2026-Q3,true
R02475,I02475,2026-Q1,true
R02476,I02476,2025-Q4,true
R02477,I02477,2026-Q1,true
R02478,I02478,2025-Q4,true
R02479,I02479,2025-Q2,true
R02480,I02480,2025-Q3,true
R02481,I02481,2025-Q2,true
R02482,I02482,2026-Q1,true
R02483,I02483,2026-Q2,true
R02484,I02484,2026-Q1,false
R02485,I02485,2026-Q3,false
R02486,I02486,2025-Q3,true
R02487,I02487,2025-Q2,true
R02488,I02488,2025-Q2,false
R02489,I02489,2025-Q1,true
R02490,I02490,2025-Q4,false
R02491,I02491,2025-Q2,true
R02492,I02492,2026-Q1,true
R02493,I02493,2025-Q4,false
R02494,I02494,2025-Q3,true
R02495,I02495,2026-Q2,true
R02496,I02496,2026-Q3,true
R02497,I02497,2026-Q3,true
R02498,I02498,2025-Q2,true
R02499,I02499,2026-Q3,true
R02500,I02500,2026-Q3,true
R02501,I02501,2025-Q2,true
R02502,I02502,2025-Q4,true
R02503,I02503,2025-Q4,true
R02504,I02504,2025-Q4,false
R02505,I02505,2025-Q3,true
R02506,I02506,2026-Q2,true
R02507,I02507,2025-Q2,true
R02508,I02508,2025-Q3,true
R02509,I02509,2025-Q4,true
R02510,I02510,2026-Q3,true
R02511,I02511,2026-Q3,true
R02512,I02512,2025-Q2,true
R02513,I02513,2025-Q3,true
R02514,I02514,2026-Q3,true
R02515,I02515,2025-Q4,true
R02516,I02516,2025-Q2,true
R02517,I02517,2025-Q4,true
R02518,I02518,2025-Q2,true
R02519,I02519,2025-Q2,true
R02520,I02520,2025-Q2,true
R02521,I02521,2026-Q2,true
R02522,I02522,2025-Q3,true
R02523,I02523,2026-Q1,true
R02524,I02524,2026-Q1,true
R02525,I02525,2025-Q4,true
R02526,I02526,2026-Q3,true
R02527,I02527,2026-Q1,true
R02528,I02528,2025-Q2,false
R02529,I02529,2025-Q3,true
R02530,I02530,2025-Q3,true
R02531,I02531,2026-Q1,false
R02532,I02532,2025-Q3,false
R02533,I02533,2026-Q1,false
R02534,I02534,2025-Q3,false
R02535,I02535,2026-Q1,true
R02536,I02536,2026-Q2,true
R02537,I02537,2026-Q3,false
R02538,I02538,2026-Q2,true
R02539,I02539,2026-Q1,true
R02540,I02540,2026-Q2,true
R02541,I02541,2026-Q1,true
R02542,I02542,2026-Q3,true
R02543,I02543,2026-Q3,true
R02544,I02544,2026-Q2,true
R02545,I02545,2026-Q3,false
R02546,I02546,2025-Q4,true
R02547,I02547,2026-Q1,true
R02548,I02548,2025-Q4,false
R02549,I02549,2025-Q3,true
R02550,I02550,2026-Q1,true
R02551,I02551,2025-Q4,true
R02552,I02552,2026-Q2,true
R02553,I02553,2025-Q3,true
R02554,I02554,2025-Q3,true
R02555,I02555,2026-Q1,true
R02556,I02556,2026-Q3,true
R02557,I02557,2025-Q4,false
R02558,I02558,2025-Q3,true
R02559,I02559,2025-Q2,true
R02560,I02560,2026-Q1,true
R02561,I02561,2026-Q2,true
R02562,I02562,2025-Q2,true
R02563,I02563,2026-Q2,false
R02564,I02564,2026-Q3,true
R02565,I02565,2025-Q4,true
R02566,I02566,2026-Q3,true
R02567,I02567,2025-Q3,false
R02568,I02568,2025-Q4,false
R02569,I02569,2026-Q1,true
R02570,I02570,2025-Q4,true
R02571,I02571,2025-Q2,true
R02572,I02572,2025-Q2,false
R02573,I02573,2025-Q2,true
R02574,I02574,2026-Q1,true
R02575,I02575,2025-Q2,false
R02576,I02576,2026-Q2,true
R02577,I02577,2026-Q1,false
R02578,I02578,2026-Q1,true
R02579,I02579,2025-Q2,true
R02580,I02580,2025-Q4,true
R02581,I02581,2026-Q3,true
R02582,I02582,2025-Q3,false
R02583,I02583,2026-Q1,true
R02584,I02584,2025-Q4,true
R02585,I02585,2026-Q1,true
R02586,I02586,2026-Q2,true
R02587,I02587,2026-Q2,true
R02588,I02588,2026-Q3,true
R02589,I02589,2025-Q4,true
R02590,I02590,2025-Q4,true
R02591,I02591,2026-Q3,false
R02592,I02592,2026-Q2,true
R02593,I02593,2025-Q3,true
R02594,I02594,2026-Q1,true
R02595,I02595,2026-Q1,true
R02596,I02596,2026-Q3,true
R02597,I02597,2026-Q3,true
R02598,I02598,2025-Q3,true
R02599,I02599,2026-Q1,true
R02600,I02600,2026-Q2,true
R02601,I02601,2026-Q2,true
R02602,I02602,2025-Q3,true
R02603,I02603,2026-Q2,false
R02604,I02604,2025-Q2,true
R02605,I02605,2025-Q2,true
R02606,I02606,2026-Q2,false
R02607,I02607,2026-Q2,true
R02608,I02608,2025-Q4,false
R02609,I02609,2025-Q4,false
R02610,I02610,2025-Q3,true
R02611,I02611,2025-Q4,true
R02612,I02612,2025-Q2,true
R02613,I02613,2026-Q2,true
R02614,I02614,2026-Q3,true
R02615,I02615,2025-Q4,true
R02616,I02616,2026-Q1,true
R02617,I02617,2026-Q1,true
R02618,I02618,2025-Q4,true
R02619,I02619,2025-Q3,false
R02620,I02620,2026-Q2,false
R02621,I02621,2026-Q1,true
R02622,I02622,2025-Q3,true
R02623,I02623,2026-Q1,true
R02624,I02624,2025-Q2,true
R02625,I02625,2026-Q1,true
R02626,I02626,2025-Q4,true
R02627,I02627,2025-Q2,true
R02628,I02628,2025-Q4,false
R02629,I02629,2026-Q2,true
R02630,I02630,2025-Q4,true
R02631,I02631,2026-Q1,true
R02632,I02632,2026-Q1,true
R02633,I02633,2026-Q3,true
R02634,I02634,2025-Q4,true
R02635,I02635,2025-Q4,true
R02636,I02636,2025-Q3,true
R02637,I02637,2025-Q3,true
R02638,I02638,2025-Q2,false
R02639,I02639,2026-Q2,false
R02640,I02640,2025-Q2,true
R02641,I02641,2025-Q2,true
R02642,I02642,2026-Q2,true
R02643,I02643,2025-Q2,true
R02644,I02644,2026-Q1,true
R02645,I02645,2026-Q3,false
R02646,I02646,2026-Q3,false
R02647,I02647,2026-Q2,true
R02648,I02648,2026-Q3,true
R02649,I02649,2026-Q1,false
R02650,I02650,2025-Q2,true
R02651,I02651,2025-Q4,true
R02652,I02652,2026-Q3,true
R02653,I02653,2025-Q4,true
R02654,I02654,2026-Q1,false
R02655,I02655,2025-Q2,true
R02656,I02656,2025-Q3,true
R02657,I02657,2026-Q3,true
R02658,I02658,2026-Q3,true
R02659,I02659,2025-Q4,true
R02660,I02660,2026-Q2,true
R02661,I02661,2025-Q4,true
R02662,I02662,2026-Q3,true
R02663,I02663,2025-Q1,true
R02664,I02664,2026-Q1,true
R02665,I02665,2025-Q4,true
R02666,I02666,2026-Q1,true
R02667,I02667,2025-Q1,true
R02668,I02668,2026-Q2,true
R02669,I02669,2026-Q1,true
R02670,I02670,2026-Q3,true
R02671,I02671,2026-Q3,true
R02672,I02672,2025-Q4,true
R02673,I02673,2026-Q1,false
R02674,I02674,2025-Q2,true
R02675,I02675,2025-Q3,true
R02676,I02676,2025-Q4,false
R02677,I02677,2025-Q2,true
R02678,I02678,2025-Q3,true
R02679,I02679,2026-Q1,true
R02680,I02680,2026-Q1,true
R02681,I02681,2026-Q3,true
R02682,I02682,2026-Q1,true
R02683,I02683,2026-Q1,true
R02684,I02684,2025-Q2,false
R02685,I02685,2025-Q4,true
R02686,I02686,2026-Q1,true
R02687,I02687,2025-Q4,true
R02688,I02688,2025-Q2,true
R02689,I02689,2025-Q4,true
R02690,I02690,2025-Q4,true
R02691,I02691,2026-Q3,true
R02692,I02692,2026-Q2,true
R02693,I02693,2025-Q4,false
R02694,I02694,2025-Q4,true
R02695,I02695,2026-Q2,true
R02696,I02696,2026-Q2,true
R02697,I02697,2025-Q4,false
R02698,I02698,2026-Q3,true
R02699,I02699,2025-Q4,true
R02700,I02700,2025-Q3,true
R02701,I02701,2026-Q3,true
R02702,I02702,2025-Q4,true
R02703,I02703,2025-Q3,true
R02704,I02704,2026-Q3,true
R02705,I02705,2026-Q2,true
R02706,I02706,2026-Q2,false
R02707,I02707,2025-Q4,true
R02708,I02708,2025-Q3,true
R02709,I02709,2026-Q2,true
R02710,I02710,2025-Q2,true
R02711,I02711,2026-Q1,true
R02712,I02712,2026-Q3,true
R02713,I02713,2025-Q4,true
R02714,I02714,2026-Q2,true
R02715,I02715,2026-Q2,true
R02716,I02716,2025-Q4,true
R02717,I02717,2025-Q4,true
R02718,I02718,2026-Q3,false
R02719,I02719,2026-Q1,true
R02720,I02720,2026-Q1,true
R02721,I02721,2025-Q2,true
R02722,I02722,2025-Q3,true
R02723,I02723,2025-Q4,false
R02724,I02724,2026-Q1,true
R02725,I02725,2026-Q2,true
R02726,I02726,2026-Q3,true
R02727,I02727,2025-Q4,false
R02728,I02728,2025-Q3,true
R02729,I02729,2025-Q2,true
R02730,I02730,2026-Q1,false
R02731,I02731,2025-Q2,true
R02732,I02732,2026-Q1,true
R02733,I02733,2026-Q1,false
R02734,I02734,2026-Q3,true
R02735,I02735,2026-Q2,true
R02736,I02736,2026-Q3,true
R02737,I02737,2025-Q2,true
R02738,I02738,2026-Q1,true
R02739,I02739,2025-Q4,true
R02740,I02740,2025-Q3,true
R02741,I02741,2026-Q1,true
R02742,I02742,2026-Q1,false
R02743,I02743,2026-Q3,false
R02744,I02744,2026-Q3,true
R02745,I02745,2026-Q2,true
R02746,I02746,2026-Q3,true
R02747,I02747,2026-Q1,true
R02748,I02748,2026-Q3,true
R02749,I02749,2026-Q3,true
R02750,I02750,2025-Q4,true
R02751,I02751,2026-Q1,false
R02752,I02752,2026-Q1,false
R02753,I02753,2025-Q3,true
R02754,I02754,2026-Q2,false
R02755,I02755,2026-Q2,false
R02756,I02756,2025-Q2,true
R02757,I02757,2026-Q2,true
R02758,I02758,2026-Q2,true
R02759,I02759,2025-Q2,false
R02760,I02760,2025-Q3,true
R02761,I02761,2025-Q2,true
R02762,I02762,2026-Q1,false
R02763,I02763,2025-Q3,true
R02764,I02764,2026-Q2,true
R02765,I02765,2025-Q3,false
R02766,I02766,2026-Q1,true
R02767,I02767,2026-Q1,true
R02768,I02768,2025-Q3,false
R02769,I02769,2025-Q2,true
R02770,I02770,2025-Q2,true
R02771,I02771,2025-Q3,true
R02772,I02772,2026-Q3,true
R02773,I02773,2026-Q3,false
R02774,I02774,2026-Q2,true
R02775,I02775,2025-Q4,false
R02776,I02776,2026-Q1,true
R02777,I02777,2025-Q4,true
R02778,I02778,2026-Q2,true
R02779,I02779,2026-Q3,false
R02780,I02780,2026-Q1,true
R02781,I02781,2026-Q2,true
R02782,I02782,2026-Q2,true
R02783,I02783,2026-Q2,false
R02784,I02784,2025-Q3,true
R02785,I02785,2026-Q3,true
R02786,I02786,2026-Q3,false
R02787,I02787,2026-Q1,true
R02788,I02788,2025-Q4,true
R02789,I02789,2026-Q2,true
R02790,I02790,2025-Q3,false
R02791,I02791,2026-Q2,true
R02792,I02792,2026-Q2,false
R02793,I02793,2025-Q3,true
R02794,I02794,2025-Q2,true
R02795,I02795,2026-Q3,true
R02796,I02796,2025-Q2,true
R02797,I02797,2026-Q3,true
R02798,I02798,2026-Q3,true
R02799,I02799,2026-Q2,true
R02800,I02800,2026-Q3,true
R02801,I02801,2025-Q2,true
R02802,I02802,2026-Q2,true
R02803,I02803,2025-Q2,true
R02804,I02804,2026-Q1,true
R02805,I02805,2025-Q2,true
R02806,I02806,2025-Q2,true
R02807,I02807,2025-Q4,true
R02808,I02808,2026-Q2,false
R02809,I02809,2025-Q3,true
R02810,I02810,2026-Q3,true
R02811,I02811,2026-Q2,false
R02812,I02812,2026-Q2,true
R02813,I02813,2025-Q2,false
R02814,I02814,2026-Q1,true
R02815,I02815,2025-Q3,true
R02816,I02816,2025-Q4,true
R02817,I02817,2025-Q2,true
R02818,I02818,2025-Q3,true
R02819,I02819,2025-Q2,true
R02820,I02820,2025-Q2,false
R02821,I02821,2026-Q2,true
R02822,I02822,2026-Q2,true
R02823,I02823,2026-Q3,false
R02824,I02824,2026-Q2,true
R02825,I02825,2025-Q3,false
R02826,I02826,2026-Q3,false
R02827,I02827,2026-Q1,true
R02828,I02828,2025-Q3,true
R02829,I02829,2025-Q4,true
R02830,I02830,2025-Q3,true
R02831,I02831,2026-Q2,true
R02832,I02832,2025-Q4,true
R02833,I02833,2025-Q4,true
R02834,I02834,2025-Q3,false
R02835,I02835,2026-Q2,true
R02836,I02836,2026-Q2,true
R02837,I02837,2025-Q2,true
R02838,I02838,2026-Q1,true
R02839,I02839,2025-Q4,false
R02840,I02840,2025-Q4,false
R02841,I02841,2025-Q3,true
R02842,I02842,2025-Q4,false
R02843,I02843,2025-Q3,true
R02844,I02844,2025-Q3,true
R02845,I02845,2025-Q3,true
R02846,I02846,2025-Q4,false
R02847,I02847,2026-Q1,true
R02848,I02848,2026-Q3,true
R02849,I02849,2025-Q2,true
R02850,I02850,2026-Q3,true
R02851,I02851,2026-Q2,true
R02852,I02852,2026-Q3,true
R02853,I02853,2025-Q4,true
R02854,I02854,2026-Q2,true
R02855,I02855,2026-Q2,true
R02856,I02856,2025-Q4,true
R02857,I02857,2026-Q1,false
R02858,I02858,2026-Q3,true
R02859,I02859,2025-Q4,true
R02860,I02860,2025-Q4,true
R02861,I02861,2025-Q4,true
R02862,I02862,2026-Q2,true
R02863,I02863,2025-Q4,false
R02864,I02864,2025-Q4,true
R02865,I02865,2025-Q4,false
R02866,I02866,2026-Q3,false
R02867,I02867,2026-Q3,true
R02868,I02868,2026-Q3,true
R02869,I02869,2025-Q2,true
R02870,I02870,2025-Q2,true
R02871,I02871,2025-Q3,true
R02872,I02872,2026-Q3,true
R02873,I02873,2025-Q2,true
R02874,I02874,2026-Q3,false
R02875,I02875,2026-Q1,true
R02876,I02876,2025-Q3,true
R02877,I02877,2026-Q2,true
R02878,I02878,2025-Q3,false
R02879,I02879,2025-Q4,true
R02880,I02880,2025-Q3,true
R02881,I02881,2025-Q3,true
R02882,I02882,2026-Q2,true
R02883,I02883,2025-Q2,true
R02884,I02884,2026-Q3,true
R02885,I02885,2025-Q2,false
R02886,I02886,2025-Q2,true
R02887,I02887,2025-Q4,true
R02888,I02888,2026-Q3,true
R02889,I02889,2026-Q1,true
R02890,I02890,2026-Q2,true
R02891,I02891,2025-Q4,true
R02892,I02892,2025-Q4,true
R02893,I02893,2025-Q4,true
R02894,I02894,2026-Q1,true
R02895,I02895,2026-Q2,true
R02896,I02896,2025-Q2,true
R02897,I02897,2025-Q4,true
R02898,I02898,2026-Q2,true
R02899,I02899,2025-Q4,true
R02900,I02900,2025-Q3,true
R02901,I02901,2025-Q4,true
R02902,I02902,2026-Q3,true
R02903,I02903,2025-Q3,true
R02904,I02904,2026-Q2,true
R02905,I02905,2025-Q4,false
R02906,I02906,2026-Q1,true
R02907,I02907,2025-Q2,true
R02908,I02908,2026-Q3,false
R02909,I02909,2025-Q3,true
R02910,I02910,2025-Q2,true
R02911,I02911,2025-Q4,true
R02912,I02912,2025-Q2,true
R02913,I02913,2026-Q1,false
R02914,I02914,2026-Q3,false
R02915,I02915,2025-Q4,true
R02916,I02916,2025-Q3,true
R02917,I02917,2026-Q1,true
R02918,I02918,2025-Q3,true
R02919,I02919,2025-Q4,true
R02920,I02920,2026-Q2,true
R02921,I02921,2026-Q2,true
R02922,I02922,2025-Q2,false
R02923,I02923,2026-Q3,true
R02924,I02924,2026-Q1,true
R02925,I02925,2025-Q1,false
R02926,I02926,2025-Q4,true
R02927,I02927,2025-Q4,false
R02928,I02928,2025-Q3,true
R02929,I02929,2026-Q2,false
R02930,I02930,2026-Q1,true
R02931,I02931,2026-Q2,false
R02932,I02932,2025-Q4,true
R02933,I02933,2026-Q2,true
R02934,I02934,2025-Q4,true
R02935,I02935,2025-Q4,true
R02936,I02936,2025-Q2,true
R02937,I02937,2026-Q3,true
R02938,I02938,2026-Q2,true
R02939,I02939,2026-Q1,true
R02940,I02940,2026-Q1,true
R02941,I02941,2026-Q2,false
R02942,I02942,2026-Q3,true
R02943,I02943,2025-Q2,false
R02944,I02944,2026-Q1,true
R02945,I02945,2025-Q2,true
R02946,I02946,2025-Q3,true
R02947,I02947,2025-Q2,false
R02948,I02948,2026-Q1,true
R02949,I02949,2025-Q2,false
R02950,I02950,2026-Q3,true
R02951,I02951,2025-Q2,false
R02952,I02952,2025-Q3,true
R02953,I02953,2026-Q1,true
R02954,I02954,2026-Q3,false
R02955,I02955,2026-Q3,true
R02956,I02956,2026-Q1,true
R02957,I02957,2025-Q3,false
R02958,I02958,2025-Q4,true
R02959,I02959,2026-Q3,true
R02960,I02960,2026-Q3,false
R02961,I02961,2026-Q3,true
R02962,I02962,2026-Q2,true
R02963,I02963,2025-Q1,false
R02964,I02964,2026-Q1,false
R02965,I02965,2026-Q3,true
R02966,I02966,2026-Q2,true
R02967,I02967,2026-Q2,true
R02968,I02968,2026-Q2,true
R02969,I02969,2025-Q1,true
R02970,I02970,2026-Q4,false
R02971,I02971,2026-Q2,true
R02972,I02972,2026-Q1,true
R02973,I02973,2026-Q3,true
R02974,I02974,2025-Q2,false
R02975,I02975,2026-Q1,true
R02976,I02976,2026-Q3,false
R02977,I02977,2026-Q2,true
R02978,I02978,2026-Q1,false
R02979,I02979,2025-Q3,false
R02980,I02980,2026-Q1,true
R02981,I02981,2026-Q1,true
R02982,I02982,2025-Q3,true
R02983,I02983,2026-Q2,true
R02984,I02984,2026-Q3,true
R02985,I02985,2025-Q4,false
R02986,I02986,2026-Q2,true
R02987,I02987,2025-Q4,false
R02988,I02988,2026-Q2,true
R02989,I02989,2025-Q2,true
R02990,I02990,2025-Q4,true
R02991,I02991,2026-Q2,true
R02992,I02992,2026-Q2,true
R02993,I02993,2026-Q3,false
R02994,I02994,2025-Q2,true
R02995,I02995,2026-Q1,true
R02996,I02996,2025-Q4,true
R02997,I02997,2026-Q3,true
R02998,I02998,2026-Q1,true
R02999,I02999,2026-Q2,true
R03000,I03000,2025-Q3,true
